node_id,lower_word,normal_case,entity_type,degree
104,software engineering,Software Engineering,0,3
105,computer system and technology,Computer System and Technology,0,1
106,oral biology,Oral Biology,0,1
107,genome informatics research laboratory,Genome Informatics Research Laboratory,0,1
108,computer science and information technology,Computer Science and Information Technology,0,1
109,biomedical sciences,Biomedical Sciences,0,1
110,case - based reasoning,case - based reasoning,0,4
111,natural language processing nlp,Natural Language Processing NLP,0,2
112,supervised,supervised,0,2
113,it security,IT security,0,1
114,network security,network security,0,1
115,embedded security,embedded security,0,1
116,dna computing,DNA computing,0,1
117,data mining,data mining,0,7
118,real - time messaging protocol,Real - Time Messaging Protocol,0,1
119,systems biology,systems biology,0,1
120,computer vision,computer vision,0,12
121,ontology matching,ontology matching,0,2
122,database matching,database matching,0,1
123,information technologies,Information Technologies,0,1
124,communications ict,Communications ICT,0,1
125,dual - stepped impedance resonator dsir,dual - stepped impedance resonator DSIR,0,1
126,end - to - end camera,end - to - end camera,0,1
127,camera - based hyperspectral document imaging,camera - based hyperspectral document imaging,0,1
128,cross - entropy loss,cross - entropy loss,0,1
129,information systems is,Information systems IS,0,3
130,business - to - business coordination,business - to - business coordination,0,1
131,vertical information systems vis,Vertical information systems VIS,0,1
132,supply - chain integration,supply - chain integration,0,1
133,electronic data interchange edi,electronic data interchange EDI,0,1
134,item description,item description,0,1
135,multi - task learning,multi - task learning,0,1
136,multi - label text,multi - label text,0,1
137,document duc,Document DUC,0,1
138,character recognition,Character recognition,0,1
139,image processing,image processing,0,1
140,text - to - speech,text - to - speech,0,1
141,reinforcement learning,Reinforcement learning,0,3
142,automatic driving system,automatic driving system,0,1
143,information and maintenance,Information and Maintenance,0,1
144,organizational intelligence,Organizational Intelligence,0,1
145,document based partitioning,document based partitioning,0,1
146,multi - version xml data warehouses,multi - version XML data warehouses,0,1
147,electroencephalography,Electroencephalography,0,1
148,human chromosome classification,human chromosome classification,0,1
149,chromosome classification,chromosome classification,0,1
150,fuzzy control,fuzzy control,0,1
151,fuzzy systems,fuzzy systems,0,2
152,decision support systems dss,decision support systems DSS,0,2
153,organizational science,organizational science,0,1
154,e - health,E - health,0,1
155,health information technology,health information technology,0,2
156,response integration,response integration,0,1
157,fingerprint recognition,fingerprint recognition,0,1
158,multi - objective optimization,multi - objective optimization,0,1
159,interactive knowledge acquisition,interactive knowledge acquisition,0,1
160,intrusions detection systems,Intrusions detection systems,0,1
161,two - view digital chest examination,two - view digital chest examination,0,1
162,relational video interpretation,relational video interpretation,0,1
163,forward checking,forward checking,0,1
164,defense data network,Defense Data Network,0,1
165,army information systems command,Army Information Systems Command,0,1
166,computer engineering research laboratory,Computer Engineering Research Laboratory,0,1
167,subject classification,Subject Classification,0,1
168,multi - context system,Multi - Context System,0,1
169,artificial intelligence ai,artificial intelligence AI,0,4
170,database nlidb,Database NLIDB,0,1
171,pattern matching,pattern matching,0,1
172,autonomous task allocation,autonomous task allocation,0,1
173,peer - to - peer wireless communication,peer - to - peer wireless communication,0,1
174,health information inquiries,health information inquiries,0,1
175,supervised classification,supervised classification,0,1
176,cell - counting,cell - counting,0,1
177,viral rna,viral RNA,0,1
178,dna virus infection,DNA virus infection,0,1
179,ifn-,IFN-,0,1
180,emergency department information systems,emergency department information systems,0,1
181,automated prostate segmentation,automated prostate segmentation,0,1
182,action recognition,action recognition,0,2
183,d matching,D matching,0,1
184,face recognition,Face recognition,0,2
185,feature - based face recognition,feature - based face recognition,0,1
186,knowledge discovery,Knowledge Discovery,0,4
187,facilities,Facilities,0,1
188,database mining,database mining,0,1
189,pp,PP,0,1
190,fuzzy metric space,fuzzy metric space,0,1
191,fuzzy sets and systems,Fuzzy Sets and Systems,0,1
192,face,Face,0,1
193,text alignment,Text alignment,0,2
194,machine translation mt,Machine Translation MT,0,1
195,image retrieval,image retrieval,0,1
196,alzheimer s disease,Alzheimer s disease,0,1
197,automatic segmentation,automatic segmentation,0,1
198,robust distributed speech recognition,robust distributed speech recognition,0,1
199,geospatial semantic web,geospatial semantic Web,0,1
200,similarity - based information retrieval,similarity - based information retrieval,0,1
201,biomedical data classifications,biomedical data classifications,0,1
202,text compression,text compression,0,1
203,spatial cognition,spatial cognition,0,1
204,automated highway systems ahs,Automated Highway Systems AHS,0,1
205,multi - agent supply chain management,Multi - agent supply chain management,0,2
206,ambient intelligence,Ambient Intelligence,0,1
207,distributed constraint optimization,Distributed Constraint Optimization,0,1
208,systems development planning,systems development planning,0,1
209,information system development,information system development,0,1
210,systems analysis,systems analysis,0,1
211,systems,systems,0,1
212,rule extraction,rule extraction,0,1
213,knowledge reduction,knowledge reduction,0,1
214,smart grid metering,Smart Grid metering,0,1
215,smart grid,Smart Grid,0,2
216,advanced metering infrastructure,Advanced Metering Infrastructure,0,1
217,single - molecule magnet,single - molecule magnet,0,1
218,enterprise resource planning erp,Enterprise Resource Planning ERP,0,1
219,boolean retrieval,Boolean retrieval,0,1
220,fuzzy information retrieval,fuzzy information retrieval,0,1
221,fuzzy retrieval,fuzzy retrieval,0,1
222,text segmentation,Text segmentation,0,1
223,multi - task text segmentation,Multi - task text segmentation,0,1
224,single - task segmentation,single - task segmentation,0,1
225,multi - task segmentation,multi - task segmentation,0,1
226,pattern recognition society,Pattern Recognition Society,0,1
227,histogram - based image segmentation,histogram - based image segmentation,0,1
228,elsevier science,Elsevier Science,0,1
229,white - light color pattern recognition,white - light color pattern recognition,0,1
230,anti - link spam,anti - link spam,0,1
231,web,Web,0,1
232,web spam,Web spam,0,1
233,robot,robot,0,1
234,multiagent replanning,multiagent replanning,0,1
235,distributed constraint satisfaction,Distributed Constraint Satisfaction,0,1
236,bounding - box,bounding - box,0,1
237,library science isls,Library Science ISLS,0,1
238,social sciences citation index,Social Sciences Citation Index,0,1
239,computer - supported cooperative work,Computer - Supported Cooperative Work,0,1
240,group system,Group System,0,1
241,single - user decision support systems,single - user Decision Support Systems,0,1
242,group decision support systems,Group Decision Support Systems,0,1
243,multicriteria decision making,Multicriteria Decision Making,0,1
244,geographic information systems,geographic information systems,0,4
245,network pruning,network pruning,0,1
246,sensitivity,Sensitivity,0,1
247,document classification,document classification,0,1
248,chemical reaction systems,chemical reaction systems,0,1
249,odor classification,odor classification,0,1
250,information systems development isd,information systems development ISD,0,1
251,information storage,information storage,0,1
252,structured output prediction,structured output prediction,0,1
253,binary classification,binary classification,0,2
254,multi - label classification,multi - label classification,0,2
255,computer,computer,0,3
256,ms curriculum in information systems,MS Curriculum in Information Systems,0,1
257,knowledge transfer,knowledge transfer,0,1
258,information systems integration,information systems integration,0,1
259,frequency segmentation,frequency segmentation,0,1
260,machine,machine,0,4
261,e cient recomputation,e cient recomputation,0,1
262,nursing information flow,nursing information flow,0,1
263,collaborative biosignal analysis,collaborative biosignal analysis,0,1
264,disease diagnosis,disease diagnosis,0,1
265,graph mining,graph mining,0,1
266,paramedic care,paramedic care,0,1
267,emergency health services,Emergency Health Services,0,1
268, dispatch, dispatch,0,1
269,medical control,medical control,0,1
270,government,government,0,1
271,performance tracking,performance tracking,0,1
272,machine department,Machine Department,0,1
273,human information processing,human information processing,0,1
274,polynomial dynamical systems,polynomial dynamical systems,0,1
275,teaching,teaching,0,1
276,teaching reform,teaching reform,0,1
277,robust automatic speech recognition asr,Robust Automatic Speech Recognition ASR,0,1
278,multi - agent pathfinding mapf,multi - agent pathfinding MAPF,0,1
279,image understanding,Image Understanding,0,1
280,web education system,web education system,0,1
281,knowledge management,Knowledge management,0,1
282,autonomous motion control,autonomous motion control,0,1
283,multi - label,multi - label,0,1
284,social tagging,social tagging,0,1
285,multi - label learning,multi - label learning,0,1
286,cryo electron microscopy,Cryo electron microscopy,0,1
287,power quality monitoring,power quality monitoring,0,1
288,classification of voltage,classification of voltage,0,1
289,on - line identification,On - line identification,0,1
290,xml,XML,0,1
291,question answering,Question Answering,0,1
292,multiobjective,Multiobjective,0,1
293,expert systems development,Expert Systems Development,0,1
294,case - based planning for medical diagnosis,Case - Based Planning for Medical Diagnosis,0,1
295,rule - based expert systems,Rule - Based Expert Systems,0,1
296,music information retrieval evaluation,Music Information Retrieval Evaluation,0,1
297,high - resolution mass spectrometry,high - resolution mass spectrometry,0,1
298,statistical machine learning,statistical machine learning,0,1
299,fuzzy pid,fuzzy PID,0,2
300,pre - harvest,pre - harvest,0,1
301,multi - start hybrid,Multi - Start Hybrid,0,1
302,software,Software,0,1
303,optimization,Optimization,0,1
304,data engineering,Data Engineering,0,1
305,clinical decision support cds,Clinical Decision Support CDS,0,1
306,action detection,action detection,0,1
307,metadata extraction,metadata extraction,0,1
308,self - learning data mining,self - learning data mining,0,1
309,smart,Smart,0,1
310,multiple,Multiple,0,1
311,information and communication technologies ict,information and communication technologies ICT,0,1
312,database security,Database security,0,1
313,neural machine translation,neural machine translation,0,1
314,adaptive multichannel combining,adaptive multichannel combining,0,1
315,passive time reversal,passive time reversal,0,1
316,musical information retrieval,Musical Information Retrieval,0,1
317,musical information domain,musical information domain,0,1
318,design language aadl,Design Language AADL,0,1
319,architecture analysis,Architecture Analysis,0,1
320,interactive planning systems,Interactive planning systems,0,1
321,geographical information system gis,Geographical Information System GIS,0,1
322,information system,Information System,0,1
323,computer science and economics,Computer Science and Economics,0,1
324,computer and information sciences,Computer and Information Sciences,0,1
325,information economics,Information Economics,0,1
326,information sys terns,Information Sys terns,0,1
327,tag recommendation,tag recommendation,0,1
328,content classification,content classification,0,1
329,geoweb retrieval,Geoweb retrieval,0,1
330,cooperative knowledge - based systems,cooperative knowledge - based systems,0,1
331,multi - camera systems,multi - camera systems,0,1
332,humidity correction,humidity correction,0,1
333,agricultural sources,Agricultural Sources,0,1
334,multicriteria decision analysis,multicriteria decision analysis,0,1
335,computer - aided diagnosis,computer - aided diagnosis,0,1
336,trading agent competition,Trading Agent Competition,0,1
337,human action recognition,Human action recognition,0,2
338,intelligent information management,intelligent information management,0,1
339,multi - level information dividing,multi - level information dividing,0,1
340,information dividing,information dividing,0,1
341,relational database management systems,relational database management systems,0,1
342,xml - based data integration,XML - based data integration,0,1
343,temporal data mining,temporal data mining,0,1
344,fuzzy inference system,fuzzy inference system,0,1
345,palmprint database,Palmprint Database,0,1
346,mobile,mobile,0,1
347,knowledge representation,Knowledge representation,0,2
348,mathematical,mathematical,0,2
349,symbolic mathematical,symbolic mathematical,0,1
350,image segmentation,image segmentation,0,2
351,fuzzy clustering,fuzzy clustering,0,1
352,synthetic aperture radar sar,synthetic aperture radar SAR,0,1
353,patent retrieval,patent retrieval,0,1
354,patent information systems,patent information systems,0,1
355,clinical dental diagnosis,clinical dental diagnosis,0,1
356,cancer care,Cancer Care,0,1
357,long - term care,Long - Term Care,0,1
358,colorectal,colorectal,0,1
359,cervical cancer screening,cervical cancer screening,0,1
360,peer - to - peer file - sharing,peer - to - peer file - sharing,0,1
361,cross lingual information retrieval,Cross Lingual Information Retrieval,0,1
362,it learning,IT learning,0,1
363,it,IT,0,1
364,restricted - domain question - answering systems,restricted - domain question - answering systems,0,1
365,technology matching,technology matching,0,1
366,geographic information system gis,geographic information system GIS,0,1
367,tidal in - stream,tidal in - stream,0,1
368,face gender recognition,Face gender recognition,0,1
369,unsupervised dictionary,unsupervised dictionary,0,1
370,baseline matching,baseline matching,0,1
371,wide,wide,0,1
372,multi - target search,multi - target search,0,1
373,connectionist temporal classification ctc,Connectionist Temporal Classification CTC,0,1
374,vision based navigation,vision based navigation,0,1
375,information technology it infrastructure,information technology IT infrastructure,0,1
376,statistical science,Statistical Science,0,1
377,interactive land use vrml,Interactive Land Use VRML,0,1
378,outline,Outline,0,1
379,human - computer interface,human - computer interface,0,1
380,histogram - projection,histogram - projection,0,1
381,nonlinear wave propagation,nonlinear wave propagation,0,1
382,structure formation,structure formation,0,1
383,power system stability,Power System Stability,0,1
384,facial deformation,facial deformation,0,1
385,hospital information system,Hospital Information System,0,1
386,gold trading,gold trading,0,1
387,prenatal fetal,prenatal fetal,0,1
388,non - invasive prenatal screening,Non - invasive prenatal screening,0,1
389,intra - class retrieval,intra - class retrieval,0,1
390,text classification,text classification,0,4
391,automatic text classification,Automatic text classification,0,1
392,geographical information systems gis,geographical information systems GIS,0,1
393,face systems,Face systems,0,1
394,reactive power compensation,reactive power compensation,0,1
395,harmonic mitigation,harmonic mitigation,0,1
396,fuzzy classification,fuzzy classification,0,1
397,multi agent systems,Multi Agent Systems,0,1
398,random - walk,random - walk,0,1
399,data replication,data replication,0,1
400,mechanical transportation engineering,Mechanical Transportation Engineering,0,1
401,ceramic,Ceramic,0,1
402,australian business deans,Australian Business Deans,0,1
403,civil engineering,Civil Engineering,0,1
404,aluminium industry abstracts,Aluminium Industry Abstracts,0,1
405,information systems research,information systems research,0,1
406,geographical information technologies,geographical information technologies,0,1
407,wide area motion imagery wami,Wide Area Motion Imagery WAMI,0,1
408,internetbased geographic information system gis,Internetbased geographic information system GIS,0,1
409,business intelligence systems,business intelligence systems,0,1
410,enterprise application,Enterprise Application,0,1
411,healthcare information systems,Healthcare Information Systems,0,1
412,knowledge exchange,knowledge exchange,0,1
413,science classification,science classification,0,1
414,text categorization,Text Categorization,0,2
415,cultural heritage,Cultural Heritage,0,1
416,facilities management,Facilities management,0,1
417,fuzzy arithmetic,fuzzy arithmetic,0,1
418,computerized physician order entry,computerized physician order entry,0,1
419,physician order entry,Physician order entry,0,1
420,youth mental health care,youth mental health care,0,1
421,systems engineering,systems engineering,0,1
422,follow - up after treatment for,Follow - up after Treatment for,0,1
423,clinical practice guidelines cpg,Clinical Practice Guidelines CPG,0,1
424,clinical decision support systems cdss,Clinical Decision Support Systems CDSS,0,1
425,breast cancer,Breast Cancer,0,1
426,geospatial system,geospatial system,0,1
427,bioinformatics,Bioinformatics,0,1
428,intelligent curriculum sequencing,Intelligent Curriculum Sequencing,0,1
429,management information systems,management information systems,0,1
430,management accounting,management accounting,0,1
431,control systems,control systems,0,1
432,e - business web,e - business Web,0,1
433,knowledge exploration,knowledge Exploration,0,1
434,online advertising,online advertising,0,1
435,content recommendation,content recommendation,0,1
436,multi - armed bandits,Multi - Armed Bandits,0,1
437,air - to - air tracking,air - to - air tracking,0,1
438,cooperative information systems,cooperative information systems,0,1
439,intrusion detection systems,intrusion detection systems,0,1
440,ontology design and,ontology design and,0,1
441,ontology,ontology,0,1
442,thallium- scintigrams,Thallium- Scintigrams,0,1
443,text expression,text expression,0,1
444,inertial navigation system ins,inertial navigation system INS,0,1
445,adaptive neuro - fuzzy inference system,adaptive neuro - fuzzy inference system,0,1
446,natural interaction,natural interaction,0,1
447,task planning,task planning,0,1
448,global information systems,global information systems,0,1
449,inductive inference,inductive inference,0,1
450,curb extraction,curb extraction,0,1
451,computer science department,Computer Science Department,0,1
452,e - systems,E - Systems,0,1
453,e -,E -,0,2
454,periodic,periodic,0,1
455,temporal,temporal,0,1
456,human,human,0,2
457,body segmentation,body segmentation,0,1
458,multi - attribute decision making,multi - attribute decision making,0,1
459,information security risk assessment,information security risk assessment,0,1
460,medical image processing,Medical image processing,0,1
461,large - scale machine learning,large - scale machine learning,0,1
462,urinary tract infections,Urinary tract infections,0,1
463,renal failure,renal failure,0,1
464,image feature extraction,image feature extraction,0,1
465,discriminative,Discriminative,0,1
466,hierarchical classification,hierarchical classification,0,1
467,multiagent systems,multiagent systems,0,1
468,information technology it,information technology IT,0,1
469,biped robot walking,biped robot walking,0,1
470,evolutionary computation,Evolutionary Computation,0,3
471,service,Service,0,1
472,semantic web services,Semantic Web Services,0,1
473,e - government ontology,E - government Ontology,0,1
474,e - government web information systems,e - government web information systems,0,1
475,e - government,e - government,0,1
476,information and control systems,Information and Control Systems,0,1
477,machine statistical,Machine Statistical,0,1
478,patent machine translation,Patent Machine Translation,0,1
479,patent translation,patent translation,0,1
480,chemical expression substitution,chemical expression substitution,0,1
481,dynamic optimization,dynamic optimization,0,1
482,multi - layer,multi - layer,0,1
483,semantics,Semantics,0,1
484,semantic integration,semantic integration,0,1
485,question list,question list,0,1
486,splog detection,splog detection,0,1
487,blog identification,blog identification,0,1
488,optical flow,optical flow,0,1
489,reformation retrieval,reformation retrieval,0,1
490,gastro - esophageal reflux disease gerd,gastro - esophageal reflux disease GERD,0,1
491,wheelchair control,Wheelchair control,0,1
492,machine translation system,Machine Translation system,0,1
493,industrial and information systems engineering,Industrial and Information Systems Engineering,0,1
494,industrial and enterprise systems engineering,Industrial and Enterprise Systems Engineering,0,1
495,end - of - life remanufacturing,end - of - life remanufacturing,0,1
496,emotion,emotion,0,1
497,language acquisition,language acquisition,0,1
498,railway power supply system rpss,Railway Power Supply System RPSS,0,1
499,machine vision,machine vision,0,2
500,multi - context systems,Multi - context systems,0,1
501,freeway short - term traffic flow prediction,Freeway short - term traffic flow prediction,0,1
502,off - line prediction,off - line prediction,0,1
503,business intelligence,Business Intelligence,0,1
504,traumatic brain injury,traumatic brain injury,0,1
505,radiology information system,radiology information system,0,1
506,simultaneous,simultaneous,0,1
507,optical pattern recognition,optical pattern recognition,0,1
508,interactive iec qr,Interactive IEC QR,0,1
509,information processing systems,information processing systems,0,1
510,human reasoning,Human Reasoning,0,1
511,manual digitizing,manual digitizing,0,1
512,automatic vectorization,automatic vectorization,0,1
513,music information retrieval,Music Information Retrieval,0,1
514,keyword - based,keyword - based,0,1
515,government processes,Government Processes,0,1
516,procurement reform,Procurement Reform,0,1
517,presidential review commission,Presidential Review Commission,0,1
518,beer fermentation,Beer fermentation,0,1
519,strategic decision - making,strategic decision - making,0,1
520,software reuse,Software Reuse,0,1
521,software specification,software specification,0,1
522,computer human interacting musical entity,Computer Human Interacting Musical Entity,0,1
523,community - focused information systems,community - focused information systems,0,1
524,robust information retrieval,robust information retrieval,0,1
525,extra - vehicular,Extra - vehicular,0,1
526,bilharziasis bladder cancer,bilharziasis bladder cancer,0,1
527,pattern society,Pattern Society,0,1
528,distributed text document retrieval systems,distributed text document retrieval systems,0,1
529,coronary heart disease,Coronary heart disease,0,1
530,information management,information management,0,1
531,statistical machine translation hlt,Statistical Machine Translation HLT,0,1
532,cross - language information retrieval,Cross - Language Information Retrieval,0,1
533,phrasal translation,phrasal translation,0,1
534,bilingual lexicon extraction,bilingual lexicon extraction,0,1
535,feature selection,Feature Selection,0,1
536,text analytics interpretation evaluation document sources abstract text mining,Text Analytics Interpretation Evaluation Document Sources Abstract Text mining,0,1
537,cluster analysis,Cluster Analysis,0,1
538,map building,map building,0,1
539,software development,software development,0,1
540,e - commercial system,e - commercial system,0,1
541,trade negotiation,trade negotiation,0,1
542,climate change sema,climate change SEMA,0,1
543,geo - information science,geo - information science,0,1
544,earth observation,earth observation,0,1
545,multi - agent,multi - agent,0,1
546,cross - individual prediction,cross - individual prediction,0,1
547,cross - individual pain prediction,cross - individual pain prediction,0,1
548,cross - sector cooperation,cross - sector cooperation,0,1
549,korean,Korean,0,1
550,emergency evacuation,emergency evacuation,0,1
551,traffic planning,traffic planning,0,1
552,multi - factor fuzzy,multi - factor fuzzy,0,1
553,geographic information system,Geographic Information System,0,1
554,industrial abstract,Industrial Abstract,0,1
555,managed - care,managed - care,0,1
556,linked open data,Linked Open Data,0,1
557,cross - lingual rdf,cross - lingual RDF,0,1
558,road extraction,road extraction,0,1
559,automatic extraction,automatic extraction,0,1
560,health professional workstations,Health Professional Workstations,0,1
561,hospital information systems,Hospital Information Systems,0,1
562,international medical informatics association,International Medical Informatics Association,0,1
563,multivariate nonparametric regression,multivariate nonparametric regression,0,1
564,semi - supervised classification,semi - supervised classification,0,1
565,medical information systems,medical information systems,0,1
566,human auditory system,Human Auditory System,0,1
567,cross - language information retrieval clir,cross - language information retrieval CLIR,0,1
568,decision support systems for,Decision Support Systems for,0,1
569,sustainable forest management,Sustainable Forest Management,0,1
570,bandwidth expansion,bandwidth expansion,0,1
571,material backorder,Material backorder,0,1
572,quantum,quantum,0,1
573,data acquisition,data acquisition,0,1
574,graphical user interfaces,Graphical User Interfaces,0,1
575,single - step -,single - step -,0,1
576,facial expression recognition,Facial Expression Recognition,0,1
577,automatic recognition of,automatic recognition of,0,1
578,non - verbal communication,Non - verbal communication,0,1
579,network disruption,network disruption,0,1
580,chinese - to - english translation,Chinese - to - English translation,0,1
581,automated facial recognition system,automated facial recognition system,0,1
582,sclerosing,sclerosing,0,1
583,tubular carcinoma,tubular carcinoma,0,1
584,semantic classification,semantic classification,0,1
585,verb classification,verb classification,0,1
586,natural language processing domain,natural language processing domain,0,1
587,online information disclosure,online information disclosure,0,1
588,online privacy protection,online privacy protection,0,1
589,cancer screening,Cancer screening,0,1
590,ad hoc networks,ad hoc networks,0,1
591,insecticide spraying,insecticide spraying,0,1
592,reinfestation,Reinfestation,0,1
593,internet information systems,Internet Information Systems,0,1
594,genome sequencing,genome sequencing,0,1
595,road,road,0,1
596,computer vision research,computer vision research,0,1
597,cross - lingual,cross - lingual,0,1
598,weather conditions information acquisition,weather conditions information acquisition,0,1
599,highway safety,Highway safety,0,1
600,conceptual retrieval,Conceptual Retrieval,0,1
601,web information retrieval,Web information retrieval,0,1
602,query,Query,0,1
603,knowledge acquisition,knowledge acquisition,0,1
604,online learning,online learning,0,1
605,behaviour recognition,behaviour recognition,0,1
606,automatic facial expression recognition,automatic facial expression recognition,0,1
607,keyphrase extraction,keyphrase extraction,0,1
608,topical keyphrase generation,topical keyphrase generation,0,1
609,biological vision,biological vision,0,1
610,artificial vision systems,artificial vision systems,0,1
611,inter - carrier interference ici,inter - carrier interference ICI,0,1
612,end - to - end,end - to - end,0,2
613,health information technology hit,Health Information Technology HIT,0,1
614,air defensive,air defensive,0,1
615,evolutionary,evolutionary,0,1
616,statistical pattern recognition,statistical pattern recognition,0,1
617,crowdsourcing,crowdsourcing,0,1
618,computational ci,computational CI,0,1
619,remote,remote,0,1
620,language evolution,language evolution,0,1
621,pairwise similarity,pairwise similarity,0,1
622,alzheimer s disease ad,Alzheimer s disease AD,0,1
623,geotagging,geotagging,0,1
624,nearest neighbor search,Nearest Neighbor Search,0,1
625,single pass clustering,Single Pass Clustering,0,1
626,brain - computer interfaces bci,brain - computer interfaces BCI,0,1
627,particle swarm optimization pso,Particle Swarm Optimization PSO,0,1
628,multi - agent system,Multi - agent system,0,2
629,quantitative classification,quantitative classification,0,1
630,knowledge base completion,knowledge base completion,0,1
631,recommendation systems,recommendation systems,0,1
632,binary text classification,binary text classification,0,1
633,stereo matching,stereo matching,0,1
634,d,D,0,1
635,d object recognition,D object recognition,0,1
636,guestion,guestion,0,1
637,natural language question - answering system,natural language question - answering system,0,1
638,mathematical morphology,Mathematical morphology,0,1
639,grey - level image processing,grey - level image processing,0,1
640,object detection,object detection,0,1
641,software reengineering,software reengineering,0,1
642,intrusion prevention system ips,Intrusion Prevention System IPS,0,1
643,intrusion detection,intrusion detection,0,1
644,intrusion detection system,Intrusion Detection System,0,1
645,car renter,Car Renter,0,1
646,international conference engineering and technology icet,International Conference Engineering and Technology ICET,0,1
647,engineering and technology icet,Engineering and Technology ICET,0,1
648,materials engineering,materials engineering,0,1
649,association rule mining,Association Rule mining,0,1
650,complex adaptive system cas,Complex Adaptive System CAS,0,1
651,web log mining,web log mining,0,1
652,evolutionary computation research community,Evolutionary Computation research community,0,1
653,multimodal optimization,multimodal optimization,0,1
654,single - cell,single - cell,0,1
655,single - cell recording,single - cell recording,0,1
656,adventure game - based multimedia learning,adventure game - based multimedia learning,0,1
657,vocational high school,Vocational High School,0,1
658,computer and information technology,Computer and Information Technology,0,1
659,visual,visual,0,1
660,speech emotion recognition,Speech Emotion Recognition,0,1
